column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
57.87606,-7132.30017,-8653.0,-14.992469,-9.6,-6.0,-437259.5,-381.7456,-672140.153,5474.3
950825.91054,38.63192,1.0,-43.511732,0.4,-7671.0,-57.8,-1.4354,-0.332,-7.8
-324772.69906,-26.87556,-1.0,615.423429,-524.8,10.0,2965.6,-28621.6896,-84318.79,70.5
0.07698,-730.39052,-66783.0,0.564274,-9310.1,-0.0,-0.4,19528.4525,-0.574,86608.3
451103.62746,-15680.41989,38.0,6.939397,-0.2,-91.0,1.4,-85311.0353,623.274,-274693.2
-4203.9048,9.65157,0.0,48414.964991,-395.8,32.0,-0.6,98.9562,571150.009,71.3
5916.68534,0.94954,6.0,3.782175,-495798.5,25621.0,-376.9,-672895.1309,-528.021,-191586.9
0.08095,2494.36396,-37.0,-224.949017,0.3,671.0,-778.5,-8.1858,0.156,-900436.0
7719.21009,6805.99007,-1.0,166985.789293,-3.6,-8888.0,-65.3,53647.8815,862821.728,-53991.3
-8405.43287,-60.39187,0.0,-252155.086222,0.9,-27.0,-9349.4,-7.9362,-947.298,-45814.3
33912.71661,83.74314,11711.0,-59347.504863,-66.5,-188.0,0.6,-5.9978,0.43,692.3
-5.91053,64.02822,460858.0,-3154.879783,7.4,1.0,-97.8,441567.5638,37.209,0.3
13.86702,341.08437,-2220.0,-620.706823,739.8,0.0,-5.1,48798.6618,29489.876,8983.2
-5145.30615,-704666.9982,7168.0,-2.272728,3812.5,-0.0,7776.3,-8.8247,-38002.967,-4366.6
-3.72026,0.57026,-279004.0,351.017665,-5358.4,186309.0,-0.7,-142.587,6.498,410172.5
-6581.3716,21917.10373,-7.0,-73512.581663,-4.2,-0.0,-4158.1,854.7662,5150.421,-12895.3
49968.98145,824995.72126,-59679.0,-52914.414934,-370183.6,57.0,964.1,3501.0924,-0.091,5894.5
33.88574,-0.3133,-678.0,-58843.313248,-47.5,-36617.0,0.8,1.7473,-56948.373,-98.2
713.90521,655.73308,979141.0,7378.555506,1564.4,93.0,0.3,4.672,0.785,-3.4
88325.31872,-292874.75594,-91.0,24.450774,-4654.2,8.0,-0.6,-416.8174,-814667.762,8.1
-7182.23789,322.38123,-2.0,-8.512187,-0.5,154855.0,-39724.7,489.7041,-5486.743,33276.3
-835.68643,-49.2683,8903.0,-0.998533,-438.4,-560.0,3.0,56165.0649,401.917,-74634.1
335484.50833,5544.77598,-1.0,79539.045107,-0.6,38949.0,-0.6,-344740.1127,0.882,892245.2
-33174.91911,65.76157,-48.0,-4.400818,0.7,5.0,-25720.9,-86103.2521,0.863,0.1
-3.86277,572.3547,-76370.0,-0.662555,-0.7,-60.0,-854.2,-335.3597,-580090.058,727.1
591.72978,220.39858,-615.0,-7709.217564,-113362.1,75.0,-0.7,199776.6408,-986440.582,-80.2
146141.13918,-37032.85498,-94.0,0.468188,-598.8,93458.0,10988.2,0.4194,9253.49,-40.0
-1.19585,-334184.59717,-71901.0,-952.957535,-979178.6,64.0,-10.5,9253.5216,4614.991,5.4
-0.62135,-450.32902,-0.0,-0.863746,-45.8,-40.0,-0.8,-7.0311,0.033,-3.3
7277.98154,68.73542,41956.0,96672.339218,-692425.4,-0.0,-5.1,630.0911,-7.383,85.1
-0.73656,486214.66697,-86730.0,-1.544056,-2.1,7.0,-10.0,-65.5866,-464899.085,9292.6
49.87124,-40.96375,-510220.0,-8.49923,257.4,-99.0,-5.0,0.0564,0.143,-5.6
64354.39316,-8.10375,-156262.0,-81.357266,-957.6,8580.0,-90424.0,-0.8426,-71.697,-618.9
861.96236,-0.36614,-5.0,14316.810269,33.5,-888415.0,8229.1,5.8561,0.841,1.2
-27796.61507,-0.28232,0.0,-92274.598125,-7140.4,-345801.0,0.4,-997111.8556,-77909.369,987374.6
-1912.31474,-8.28904,374.0,5.897236,42.5,-10.0,-962.3,0.6077,-6.523,62365.6
-252.06784,92860.04612,6.0,-0.116428,-11.0,239866.0,-997.3,6808.0427,8171.427,8317.8
33.39872,-598898.8475,-1.0,6694.48513,-22313.5,0.0,-88687.6,-37.2824,-141.889,311.8
90.23105,8.1562,-0.0,46.760865,682.7,-986759.0,4047.2,66066.9233,-1.018,-676.0
810.76648,-6555.02631,-0.0,-285.61483,-728.8,-8.0,-3.1,-91.35,4621.448,9.8
908683.01971,6.72635,4789.0,-190.081031,0.4,-97034.0,-6294.3,-0.6394,90.014,-0.7
-58.40019,64165.12902,-111833.0,66396.162774,0.2,-0.0,-841776.3,-663.5765,466621.191,5.7
0.35527,-690513.71463,15.0,75877.837817,72930.8,-16047.0,-399.8,375.2778,7.016,-0.0
877577.36109,2.2062,46.0,0.395159,-3197.5,8808.0,-5414.5,2360.134,7612.553,10.3
-0.58558,0.70965,-489.0,1883.69281,352.2,-96.0,737526.0,68457.2503,-1.356,3133.4
-948.66977,-6.61515,51976.0,710.504383,-775.6,1.0,0.8,0.9742,-0.586,-735336.2
28.68773,-4930.64942,6.0,4.720715,293836.1,885.0,-0.2,-6995.0273,-1121.645,0.4
5.68493,8.22487,-338829.0,-61110.185469,-96.8,683.0,-7.6,50.913,-2785.582,-733.8
-74.43478,-8042.29796,1657.0,-474845.976821,-74.6,-179.0,-66.2,-84116.4135,-3.134,28971.1
782.13739,417926.70956,-900872.0,84627.499823,8138.0,6764.0,72.4,251.2217,-5701.935,6.2
267.73556,-80227.16947,71.0,0.470885,152252.8,1.0,-68.7,7087.4555,-95277.126,42.8
0.62347,6705.81337,252.0,-256.920378,2.5,78986.0,0.6,1902.1516,1111.229,-8.2
-3595.55499,953.06007,-16.0,308.585121,-32.2,-5.0,11.9,-336603.5695,187299.374,6.1
-44.5449,7.32546,3.0,-657.605805,-28300.6,-70.0,-6172.2,0.3203,400.883,-20096.6
-0.13895,0.68264,-483667.0,96138.356737,11.8,-46.0,-875891.4,0.7008,-3597.836,-5.0
8874.15994,9067.22836,-3.0,-78578.550474,329.6,7.0,-84279.7,78231.2502,677.036,71.6
0.03362,-21.71448,-1.0,-390573.946446,8128.6,1.0,8526.9,-4.6156,0.12,603.4
9.62111,9732.89792,64112.0,4324.148709,-632.9,0.0,-81.0,9.4363,9.035,-55.7
35.49221,-9.45767,-476.0,0.967205,4.9,21.0,-69924.3,-1837.6528,-0.587,-7973.4
-54050.93189,0.13225,-54699.0,-86049.330529,416.4,1.0,5.7,65.3691,99.627,14.0
686871.54088,-590.4396,-1.0,357.924143,-57.1,1.0,-10447.5,253231.1339,-4.8,-0.4
-82977.12377,0.02984,29284.0,-82403.80444,-0.3,-476855.0,-2555.7,0.0823,-224.41,7.7
400.03063,-66.41763,-4352.0,-2757.424873,87918.5,-4.0,51753.7,-4.0811,-392.032,-44595.0
-18.54069,-933.97029,6.0,38368.089268,-771.1,15.0,839790.5,-879.4775,9674.847,24.8
0.02857,-35874.95707,92950.0,9351.888071,29436.9,-9311.0,36.3,7.8703,-25131.842,-2514.4
39.12678,-3605.69123,65544.0,813584.898752,9.7,-1.0,-398.2,-8457.473,79302.359,-7565.1
0.02703,-12.14794,-73.0,-8.109427,-66553.7,603.0,12351.2,5368.4993,-4205.883,-43268.5
12.40786,9317.00229,-160675.0,-96.832799,6.8,385735.0,-8077.4,-982.0657,-6551.877,-8523.1
37.8174,-688420.27877,691359.0,177.689848,-87646.7,0.0,953345.8,-43.0084,-116.845,-417639.8
-0.56458,-45582.3556,-337151.0,-397329.117564,557876.4,-3.0,549050.6,-4442.9315,398121.19,-845128.1
-66969.88722,-6499.72576,427.0,10176.107573,59026.2,-51197.0,835008.7,58945.415,-26.676,-41.0
-452.94156,0.04664,1.0,0.845135,334.1,8451.0,952962.7,-0.5264,0.516,68.6
-962.08234,7.60808,-6.0,5.517744,-608705.6,-43.0,13.6,-9416.1149,-91.849,-1695.8
30155.04173,-64.08672,5425.0,49490.912488,-41.9,81025.0,14.6,177345.2031,-664.721,-0.6
-656.77418,2.26429,-80013.0,0.713194,-37.1,-412.0,6089.4,-367472.8603,576088.479,41291.8
-797.79919,-380999.85079,67267.0,-86.707358,956811.6,3855.0,-9591.1,-1.7435,-392635.248,-0.8
4325.17216,0.88169,-1.0,-9875.949412,7.9,7634.0,-0.8,-657.2357,-0.402,-237942.9
1.0164,912.56531,32895.0,-0.528475,54735.3,-109293.0,12.5,476.2012,0.193,-674.6
24.39319,-1.46557,2121.0,-40223.79281,37.0,8.0,215320.9,-466602.6184,0.381,14.1
-853597.8406,0.12099,-0.0,-792.728995,20.5,-9.0,-41008.2,822622.7621,92.391,0.4
2.43021,0.10343,983251.0,25.747528,-0.9,-72.0,930820.4,1.2046,30.823,-35553.1
-4186.41254,5.48837,-777181.0,-228.641839,1496.3,-350.0,11316.1,313382.1095,0.211,97626.9
0.21831,5.76154,51.0,0.312407,8981.9,-142214.0,-5.6,803004.2692,0.646,-360.6
447.17759,87383.81911,-82572.0,9.935048,-657.4,-278809.0,-21054.6,664.9225,-584960.399,637189.5
4349.44777,-40856.13144,-1.0,9.444227,-433.2,4752.0,9180.2,-1.7502,0.226,-885603.2
-4427.40408,2.61931,80865.0,226.686036,-0.4,-66.0,75094.2,966.3449,-1.99,4.6
-11.35254,-1070.38366,-93.0,8.077079,-0.6,-1.0,-125.3,17.8569,-992871.699,-94.9
-665.12703,0.59054,272.0,5.230121,-0.1,-770.0,254.9,104732.3986,-0.091,7.2
-2.51474,-178.22703,76.0,8564.412467,58.9,1.0,56100.3,74.6992,-36016.595,981.2
-0.9967,61.18868,166007.0,-89.453256,-2.9,374.0,0.2,-634.2823,-0.111,7658.1
-9632.49497,82764.30024,21414.0,-187.756363,-0.1,0.0,-9386.7,-624027.9661,26.479,184655.7
-3.0972,-3.1074,849028.0,69.438962,-1.2,-9.0,734353.6,-651598.449,60916.955,0.8
0.53734,-52.16109,9.0,-61424.803976,972520.1,-502783.0,1891.4,377564.8853,-557.681,1.6
-8.40386,117366.99417,6735.0,-17666.941401,-345917.5,-51.0,-9465.2,12007.1573,-9318.166,6885.8
-89.16727,95.39519,-0.0,44198.416938,3.3,-74.0,-13.9,0.8348,-792228.155,0.2
5.32719,-24.84817,-529509.0,0.783964,718736.1,1.0,501841.4,-38.5903,173.474,54364.2
0.26821,-67395.52472,-23.0,721800.29835,11806.1,66889.0,761.9,-28.6965,1.867,0.5
977325.83621,-5.82904,-0.0,-34.929183,-98.3,43140.0,624.2,-8014.3553,37.777,-0.0
-618.89619,-396749.3803,693.0,-0.174604,-5.3,728282.0,1823.6,-6985.3741,-0.104,9.8
-0.2377,870024.93769,-0.0,60.218746,-1969.1,654.0,1082.9,23256.9026,-32.972,89.5
69.30349,-11.76635,521055.0,0.837278,8.7,-9.0,-93452.2,-7.6737,-989.165,-193.0
9912.62807,0.95274,92593.0,0.866372,-721080.0,-2705.0,945.1,872.0711,-2898.975,0.2
-0.07428,0.22244,-89504.0,-0.156145,7.3,2.0,210989.6,-96.228,891036.558,-943.8
6.17798,0.99479,-77.0,-50545.013409,-976.0,-504.0,64.7,83596.1123,-31.57,96.5
-812.73572,-4697.68984,1.0,8.542704,-694.2,-667.0,-0.0,-8710.7731,41.865,-7145.2
-0.20284,-0.28199,-603.0,-0.655384,72.8,-45897.0,113485.5,0.3405,-496.51,7.2
-83.30941,-0.57801,-8.0,28.779637,-8781.3,8.0,32.6,-9.9621,-0.074,-5033.5
8.89023,97.33439,-8.0,6.79965,481550.7,-81071.0,9.2,3374.6875,0.258,8.1
-788.99289,88.40685,-5.0,925.97393,-2436.1,-93.0,57.7,-43293.2883,0.03,-807331.2
-853.24648,0.61127,53.0,9.095618,-0.6,-43.0,-796.1,9513.288,265.67,-0.8
-85.60672,-0.58703,6.0,0.697498,0.3,4.0,-491.6,-471223.1661,-78948.438,724.7
-7.15016,3329.9472,0.0,3.895508,-8.3,-22.0,-9647.8,73.0806,-50.534,762.4
-826673.40662,6.4564,-49846.0,6.89491,-909306.9,0.0,365236.2,94529.4754,9758.364,87.8
0.05939,0.5347,389.0,966.443981,-888.0,3523.0,-54.3,-0.4308,-713.943,-86.2
668.32334,-92.03647,-51272.0,558910.891241,-58436.2,3.0,938622.9,2.129,0.28,-91.5
-0.91479,8.13102,-61377.0,-0.013679,-0.3,-35111.0,-6856.1,-93.6397,-19.622,-36.7
-0.0865,-3645.48297,243.0,-0.628177,541886.4,9507.0,-87.3,-290.4178,-1809.874,-3958.7
-34.84999,256.26605,461.0,-3.634951,-5.4,1334.0,-7758.9,-0.3045,82.934,93.4
-888452.56375,-44.79039,9.0,578975.295228,147.4,1.0,0.9,613851.9906,54.882,8.7
242.43716,1.03395,28.0,54.367606,-0.8,-186877.0,0.2,48.4015,-36140.032,-635455.9
5366.80924,-51883.67633,868.0,-71.32279,-68960.3,-23.0,-25.5,821380.152,819632.308,0.6
541042.39821,-46.69443,-316.0,0.358852,475049.4,808.0,185.3,-833.4894,3.991,-47232.0
-33.15214,21379.52876,12.0,15371.775527,-3809.1,2207.0,1.0,-98496.5353,-9.362,-9952.2
617547.4128,-767.34254,11624.0,29221.778998,-27.8,2045.0,-1.0,22.5229,-0.649,2244.2
-83841.01117,2.87947,-23862.0,30513.877819,128.2,-753.0,3.0,83567.6545,397.738,-1.3
9141.38434,-7841.83569,-58.0,57078.981722,270516.7,1790.0,46867.5,-0.3457,-4417.463,-71.7
-0.49858,-8.08033,37.0,-5213.637818,-9.3,59436.0,-1.9,1358.8041,-82.426,9.9
-9.01313,-0.96272,-52210.0,0.736284,-9515.8,427788.0,-532.0,-5793.814,167322.438,-40697.9
-8.10456,68.12034,6913.0,-528007.918062,67.3,-459.0,2950.9,-0.6353,0.875,-8186.3
-0.23442,25442.70413,-2.0,-0.063331,0.1,-500.0,-945201.6,3301.095,-6.144,-0.6
63360.90475,-4100.9259,690.0,163.898983,-29549.7,675.0,-13506.6,765923.3246,97.519,75.6
-97.06378,79552.2405,3.0,8506.875707,-202.2,-876.0,-10.2,531.3123,0.57,-45904.1
51.03211,-5418.7903,-6.0,937.600182,-6.6,-0.0,318.8,-415377.4022,-53.424,3214.6
-7.8687,4138.2409,-8493.0,130.927138,933.6,-69892.0,834526.7,-7.1751,58149.961,-0.5
-42.2205,-6004.50575,15182.0,-86.135471,-117.4,-0.0,-0.4,142.4413,-40.248,406.2
1306.77031,239.93405,35901.0,493697.109694,-54.5,94819.0,-0.6,255.6445,33.44,0.0
10.56497,0.08911,682.0,-83.147641,-855963.9,-0.0,96505.1,81501.6062,82.344,-971859.4
-1789.95121,588.32043,124.0,-0.075483,6.3,7662.0,1.8,73.0659,-77901.773,-74.8
-8.10201,-8495.7256,-310811.0,2681.651561,-36.6,-2022.0,-0.6,3439.3213,-36.001,-7464.0
0.109,6.08333,234.0,74797.9787,6.9,-89.0,1.8,-31.8092,-7.912,27.1
-4.14377,0.4739,-87690.0,-17.081207,-6962.4,-69404.0,-0.5,-97440.5589,-78697.833,-670.1
7894.31936,58772.08961,-87467.0,-47.555036,-6.3,-70.0,80.6,-3673.8799,0.777,40.8
-6174.71128,1.51176,-153.0,0.32177,-47823.8,2.0,-67463.0,-4621.4333,0.524,89852.5
-4385.60001,772.11336,0.0,-85239.769669,27.5,982115.0,-5.4,10921.0542,-98799.806,73.8
7042.50938,-39480.76736,92346.0,876.56213,6897.7,75349.0,0.1,9405.7341,435.868,317.4
-30.48953,-41573.39309,-48.0,-39.067114,8.3,482.0,-588.6,98.2604,0.618,-0.6
46.28868,3.48459,80.0,-3761.127283,0.4,-6.0,-9.5,-618634.5111,852209.877,0.7
-1.85894,7937.48608,-263.0,397.979349,-894138.9,1.0,38.2,843838.9844,-0.99,-229662.5
-858008.67302,976.5653,560.0,-132.74448,564.1,-0.0,0.2,-98083.5912,8.557,9.5
-83.49229,0.42034,0.0,415.532668,0.3,-1.0,0.9,71.346,-25.701,131529.4
0.9342,4500.73413,999.0,71.340933,-3120.5,19.0,1376.8,11177.9665,60.02,-3974.1
-16283.64209,641258.48063,0.0,-8841.649886,-281459.9,270516.0,-3898.4,-149862.4735,557.994,-4.8
88273.49925,-2.06799,6354.0,-9.959843,-6.4,257463.0,923.3,0.2174,5162.032,21789.1
-0.14497,7533.67314,-2310.0,-0.925773,0.0,6477.0,4370.3,-6135.48,-7682.244,282.0
-1031.30359,149.05336,-1.0,-0.515423,-5.2,7.0,-571.1,0.6804,-783.521,-24.7
-81.99458,632.80043,-3337.0,57803.883603,-7095.3,843934.0,78087.8,-280.5379,8.796,3367.7
-59560.20043,-9711.86163,223.0,0.346585,-99.2,-9955.0,99.9,-0.013,3347.895,-6929.7
0.59187,-0.17508,9.0,0.576574,6292.5,-4565.0,74972.9,-8.8423,7582.435,0.7
0.37212,-518409.61662,-0.0,7812.116258,-0.8,-4401.0,-377.3,-2.3742,-849369.819,-65.9
201190.41143,-90220.00753,-80.0,32778.776192,-248999.0,31.0,-7.1,0.5054,260.158,251252.3
-394799.47541,0.30215,-6.0,-23.307896,749.2,5621.0,82.1,-0.2932,-2347.723,2206.5
8767.40023,91.20549,-0.0,972625.868691,-382185.0,80.0,-0.1,-0.0051,0.956,-99.9
278.81071,2.31641,-25.0,415.68489,3466.9,-61030.0,-3.4,1300.6893,33.649,-0.4
30.07323,-10.75746,-969.0,-0.707731,-33861.5,-87.0,-602521.8,-8782.0614,0.792,0.2
-7.98034,217442.5977,639.0,-555.875922,987.3,231.0,-0.1,-31.2903,976.958,-226.3
36.07025,-88674.10309,-49.0,-975.740403,-7.4,324.0,6.9,-4.4526,187.027,9.4
0.7718,98.86152,-728027.0,-851197.276754,-0.4,47767.0,-0.1,-0.4891,400.329,-2613.6
-51.06644,-9506.07263,-753.0,-4.163481,6.7,354.0,96005.1,41992.2335,-671397.167,19687.1
-1479.5553,-451.74567,19.0,64.456584,47.8,1461.0,701.0,8201.8061,-207.738,2.8
85885.43002,3856.61235,-26.0,-410278.852111,6.3,-259.0,6666.3,-13.4265,-51.871,-1213.4
0.54228,924.06043,-10.0,-652119.428129,-90789.9,98.0,21.3,9.2675,-19323.486,-58849.2
-419.63576,80.33586,1.0,-0.504643,861504.6,-92.0,-0.1,-32.8124,-4859.95,-0.5
87641.13564,-0.31837,830060.0,6700.521158,-5569.1,-94286.0,-5433.7,-1256.4987,10305.159,6303.1
-4792.90825,-57.29473,3.0,-0.112711,-192.1,803915.0,-4437.5,4.9018,77271.386,-7334.9
-963382.83559,-4947.91651,-939485.0,6245.653615,679.8,-75.0,-73.3,-680287.9218,-68.025,-528332.6
-754455.14295,983.79321,-20570.0,-941.369885,-5.6,-35461.0,-708.4,-8324.1976,-1.127,9373.3
-63808.46893,73.83936,454368.0,927743.018394,30.5,1.0,92985.8,-72.0445,33.293,-711.6
776299.47106,-554034.05708,626.0,876403.530411,-7.8,-1.0,58.9,-1143.2039,-0.119,874243.6
-292.91441,-373.41742,-914.0,-34.291716,-0.5,6079.0,-2.7,0.667,1120.828,-210980.8
-990.77602,910956.7359,28624.0,57155.408227,5.5,65176.0,-390822.6,0.0135,-0.114,-717264.2
62.92764,-2027.98241,83.0,82958.86986,-67.8,-9440.0,402.8,659069.1028,-6590.447,-835.2
490.04466,11.43915,930.0,-62.687759,83109.0,-2183.0,-726738.7,128544.9314,442026.092,-0.2
-349276.77147,0.7257,-25.0,-5016.991123,-41156.0,-4654.0,-6680.2,-57368.2417,3786.565,259.9
-87157.7473,-8166.58946,213419.0,-435.127173,-1.4,-4.0,-12371.0,0.6026,-16300.522,602.0
62.52307,-1.22823,-58638.0,3.154265,79.4,6.0,-387567.8,0.099,-5710.534,57.3
-97.26806,-0.57406,-428631.0,-651.605782,-95018.5,-79.0,269786.8,-74.3788,91.45,0.6
9.13889,-0.53608,-35.0,0.275569,-914.2,1031.0,465300.1,0.0278,-0.595,-3726.6
-71.98776,-3.8952,83.0,-4571.120775,619950.6,10.0,-3.2,1.3439,8.312,-78622.4
-8.04766,-66234.1992,23732.0,467.029194,-7.1,4.0,66.3,-0.9757,-61.797,6352.7
-7.71395,845241.62644,1.0,-9749.029275,7319.8,-66.0,25542.8,-636.2717,6.85,11011.4
-535315.14533,206258.4028,88.0,435272.530935,-0.9,-7104.0,-773056.6,600082.6901,166078.4,78127.2
0.63587,-4997.27511,94794.0,-94.50344,-0.1,-380331.0,3.8,578856.4688,-11.973,-0.1
-306.88246,-396570.02157,-6.0,305905.144349,-3808.9,-1.0,-81.3,341931.0651,77.582,27227.9
-1.5497,-6.86548,9.0,-638658.387828,-6.9,-0.0,836.7,-5319.8052,28274.942,0.0
-53.70813,0.71638,111022.0,-641202.178533,-0.8,-8104.0,105.2,75891.611,-81.758,516607.1
-388.34594,2324.08607,1.0,10.58929,-0.4,-92.0,-4.9,0.4301,-0.377,-817.7
1.32986,-90.2794,5.0,379.780926,0.9,321577.0,622.7,0.0752,-890.995,15587.4
-161348.11933,-520.97786,-1.0,-24513.296257,-881.0,-18.0,9847.8,-78817.8712,25.704,0.9
6.67425,-48594.30248,-286.0,70.127816,47731.5,7.0,-632875.2,-72236.3781,7.666,0.6
9157.23395,0.96731,-1.0,2.203397,-15.0,-359.0,48.2,-9.0411,60815.186,-346671.8
-795.42245,-0.11715,-10.0,689300.352384,-41046.2,-3509.0,-5.4,-56199.5522,664.265,4855.3
726.36205,-321.77065,49893.0,-494400.920876,0.5,77.0,-0.1,1.2588,-15557.916,-1.7
941.47222,-43.68605,715.0,6342.777587,-60.1,52825.0,-160077.4,-92.5931,6038.378,-168817.6
65214.49543,43.87198,-478.0,7.597928,-0.7,67953.0,54312.2,892.7264,-3.407,704.1
-6.77026,0.47165,-4332.0,-1.734991,21383.8,8385.0,-165666.7,-7272.443,-1272.423,-231096.1
-8.18238,-1.18278,1416.0,-75068.575463,0.6,2.0,807.7,59.9774,455687.73,8145.6
3.97003,37126.52069,38.0,65.70798,6.9,-1.0,-73953.3,-927.5178,85992.031,-3023.6
-549308.54683,7916.44959,1808.0,39.879941,0.3,6316.0,30121.4,46.1072,-840762.848,-55434.4
0.90102,-708462.21923,1.0,-37.490389,-5.3,-29385.0,0.6,-29394.2776,-404.079,-4.6
81.94496,3748.87852,64.0,-313.260417,94811.4,-7.0,-95.1,-5.3656,-65236.036,3510.4
399.0794,729688.42104,-27.0,0.251741,-1382.0,369450.0,-546357.4,-426328.7547,9684.515,0.1
68.06407,9483.71602,68.0,2.381669,65.8,6.0,-631.5,-389.6166,-9286.958,708211.2
-164.32245,0.56173,-40344.0,-62216.499703,100.0,-28.0,-38154.9,368519.0539,-3.432,-21457.3
93.70589,1.30418,1.0,-96.54918,127.1,-44010.0,-4.5,-38326.0003,2682.363,6930.6
-731.21181,-0.26304,358.0,-271645.774747,-32009.5,426.0,824.5,-37774.5579,837764.675,-72352.4
59.63905,8449.46458,-10.0,51313.604929,0.5,10.0,767.9,-2347.4029,32578.234,87557.2
-6.5839,2.70014,6769.0,-94359.521616,-48.7,1.0,-8.2,0.974,-81311.012,6608.9
42.23174,8.60453,21.0,-15101.120602,-589.7,71431.0,-290.0,8.9554,-399.971,7.2
-1165.6733,-46.84397,-2.0,13484.718484,0.2,538.0,0.7,-578.8898,-91823.323,82.8
-0.43452,49.32544,-3145.0,8841.095447,0.8,-937.0,-881979.9,46015.902,-97.68,-99390.3
35591.31973,913.19702,-622878.0,-37342.358409,824706.1,28.0,0.8,-56378.8049,-7305.745,-3.5
-4.96755,-8.04487,-384.0,726.577833,3.0,31613.0,-212.5,591.6953,3704.962,-1358.9
-236465.41939,96039.7585,-6.0,-204499.73247,-9.8,-9351.0,442.9,8689.1634,0.378,-34436.2
-977.62269,98.02173,7.0,-0.197613,1.8,-5.0,-1808.3,911.5559,40.686,523051.9
33.7648,-5032.17719,-52529.0,630918.441209,-9.2,-29663.0,532.3,-3247.4117,4.362,940391.2
0.68458,4387.15607,-3.0,-0.286367,6.4,-25.0,664.0,7.7127,-4.447,-0.7
-4462.23426,37608.09423,-0.0,-0.925084,75.3,-886.0,-7.6,-4174.6976,-628146.337,-863.4
-837.48608,-1529.09928,1.0,-31924.415744,-0.2,-7.0,0.2,-21.275,-4.94,6535.0
4.00652,-1264.2792,-36.0,4.35479,-2335.5,350704.0,-0.1,9.9214,-703.579,-7300.4
490450.55698,-0.75201,49.0,0.610256,297617.5,1.0,-228.9,239.1484,-8.461,-35557.9
-13.97891,-876770.93692,-6.0,-50.022225,304.8,-83.0,0.8,-4515.0542,-46.237,-0.9
122.27134,7186.29011,1.0,95.852922,-3.0,-4345.0,0.7,-4150.4158,-0.637,8017.4
7.5859,68.30911,167233.0,-0.219634,-360.2,2647.0,363.5,0.5427,547272.047,3.7
-630748.38233,-0.36341,75018.0,-0.556681,355072.1,-8103.0,-1.4,-2711.3207,48.46,-9.6
-0.87881,-1668.40318,-4.0,4.400764,3533.9,-1.0,7719.3,0.0528,0.342,0.8
51.7117,-315.50864,-588.0,89.062302,-8.0,40.0,-72824.6,-810.9403,-688.93,818923.1
-96645.98454,110995.07104,50504.0,3952.539103,-49830.1,1.0,-132.9,-0.953,-5340.713,-624.7
0.68751,-0.01302,9.0,4.602312,9.2,5.0,0.1,6793.8545,0.589,-0.4
-923057.22943,733272.61574,-146002.0,61178.855629,443.2,-9895.0,65521.3,0.4432,791338.618,3.8
-0.05182,609.99347,-607276.0,-200769.280812,-53381.3,0.0,0.5,844671.4196,-903004.616,0.4
-87416.62963,-62.12371,-647.0,7.640475,0.4,5.0,-95955.1,1290.0977,5.166,-3.3
-0.60579,-4327.97808,-1.0,-0.504114,79.6,97788.0,7285.7,-58164.9601,-4.694,-63.7
2.71952,0.01174,2029.0,-0.656817,-85.1,-48.0,-79545.5,-0.3027,813001.959,-3.8
-406588.62848,24513.57485,-1.0,35331.212338,8444.4,-2.0,-419.9,0.9752,7409.951,-1424.7
-2.73321,-875.03496,-25.0,-21.361229,-94346.4,-76828.0,-0.7,455382.2201,549.004,288.3
-6.58387,651821.40775,-9721.0,78.078656,-1.9,439255.0,-5.0,272.2487,82.992,868.2
-2.1723,-7717.47937,1659.0,2.2776,-4.6,-8.0,83746.2,48.1423,-99026.492,-4.4
-257459.05155,-366962.37881,-66187.0,122215.233542,-734438.9,-49.0,715.1,862716.7612,6.993,-3.8
20.2331,4419.1132,-875.0,-0.941995,765273.0,-8.0,9372.4,-0.1466,-6.718,-1.0
-0.02972,893362.22251,139177.0,24825.032155,-7120.6,0.0,11051.3,-0.8584,0.299,-19.1
-9.29111,83.17092,61.0,0.380511,8.8,-5122.0,-59760.9,-34.5358,-87.732,1604.9
-0.8356,-4.27417,-2.0,-82994.769991,-11.1,6.0,11.5,0.1904,-2713.042,-84.5
416573.61374,370.06262,1.0,-29.255034,787860.3,61.0,37711.3,23120.0799,-85.244,-488.6
3959.92847,-406524.43827,81359.0,0.860755,3.4,7.0,634.5,-9.4216,-4.153,363.6
62.56776,81.49674,389504.0,-5.514021,91.3,-61238.0,47.2,0.6078,4.893,-8240.3
4308.31133,7.44162,-350162.0,-0.49759,-2020.8,-44844.0,38.7,82.0727,77690.786,711.0
39.13233,6108.64323,6.0,-55717.142102,8.0,-3597.0,8.4,82752.1949,-28.747,566.9
85.23922,0.22455,-1.0,-6.947348,62.7,-2.0,9851.1,-11.327,5.818,1.0
522608.97261,9809.8838,-13.0,-498.897612,-2.0,-0.0,-8.9,9.0769,-5779.439,-74.8
864.91521,-85423.31263,-6902.0,-11.952714,200003.7,-1.0,551001.8,-5.9878,228754.649,36490.6
0.53823,0.46348,-5.0,15315.060845,-155.0,-0.0,-0.6,-93940.5979,-9180.443,-13203.6
25.72102,8.46948,-59801.0,-138.231453,1067.0,4139.0,-274.1,837.9196,0.987,2975.2
-53.47075,5650.99122,14706.0,-8404.867286,58.1,-214.0,0.6,-7.177,-7456.886,-6764.4
830.21841,326531.66404,3662.0,4.033294,1.7,-40.0,1785.3,-0.0701,-5096.407,-26900.0
