column_1,column_2,column_3,column_4,column_5,column_6,column_7
-2.55139,0.0,5615.249,-0.9,-0.991276,48688.062,88.6872
-7781.00104,1.0,147355.821,-9123.8,-798765.698595,17390.052,1968.89942
-0.39997,507.0,57.875,-91.1,-0.722435,-4793.627,-4955.9506
-44210.12683,75495.0,7755.69,-53.8,6325.146256,-40.822,-284.59185
-0.20959,-38140.0,-31583.113,0.6,-5.424639,-6.431,-23.36916
-50.68209,55621.0,-0.08,-5.5,489961.832377,7434.444,-318001.70229
78.80534,-6399.0,-2039.385,349710.1,-7077.6274,0.097,45.23779
-0.14106,26.0,9.17,-0.8,0.427829,-4.438,0.17411
538.28773,-1.0,-937094.702,-188110.3,436.197479,281910.16,-0.30956
-417172.32857,-989138.0,7.851,-1.4,56879.920849,0.639,3.45514
71575.0214,0.0,121.6,-3408.2,0.011719,-270580.283,-4.61125
-93.0047,0.0,612.375,-0.5,618154.697672,748.79,2911.30535
9717.98199,17.0,-504747.419,428.6,8.889732,-102.132,148361.60909
696.63561,6729.0,-4.043,-5338.3,-7119.697877,-947.13,400.90592
1.69865,394.0,-0.729,-448760.8,0.514628,-62377.52,-0.51924
-441640.18502,-56103.0,234.093,26352.5,0.520363,184092.703,-0.89608
1893.07749,1.0,-24.119,-1.0,-4050.03644,-0.802,7.12535
4430.3486,-5.0,716.957,675.4,-34120.676382,-824864.569,759438.65221
-735.36188,-2518.0,235541.171,-0.3,8.500496,4086.732,-0.35184
4048.083,12581.0,396.864,5916.7,-56.437915,-55.31,-1.3618
997507.42713,313.0,3471.476,-918.4,-4.566128,-6256.528,65105.43109
-43335.06995,-6.0,-466124.449,692779.9,230.698831,0.467,-7132.33787
945492.26487,1.0,697.566,-5716.0,408230.378527,-8752.75,918.8935
68.06739,284455.0,22980.222,79.8,-8788.036386,-18.889,-0.62768
6332.16054,143021.0,4195.173,-0.2,-231.942515,3.459,-754.45062
37864.98288,219805.0,-0.515,4.0,4492.189611,1.803,52553.29037
49300.96674,-234771.0,83.569,525038.0,-3.971525,1.192,-0.11709
47.12158,-487.0,0.095,-2.2,316.1025,621.132,-0.38525
-87485.076,-1.0,-966.472,76.3,-978882.888171,-198.349,330186.53344
-47.18504,5.0,-1448.793,-75.5,0.649964,531.07,-930880.67839
-35983.28568,-533.0,32.036,5561.2,-193591.11308,-5.605,0.78468
-37941.10296,665.0,0.946,872.9,196.009936,4.952,-908.01877
149973.92045,94807.0,-5.236,-81.6,0.890063,-168557.512,42.61294
84.04114,1.0,-69817.899,9028.4,7.740503,5.294,4.18632
-8.28784,-787.0,-8615.195,177.8,326694.887629,-681.828,825.39282
547.46572,667.0,6.861,-722.7,-692925.343727,92.653,508787.88128
0.1973,13.0,-1274.394,-35117.9,917.870511,-6169.399,-4792.976
-59682.2063,0.0,-976384.433,-1.0,326.625974,97.711,-6898.45644
-848.02026,-1.0,199.464,384.9,-596.72803,-0.468,90.1008
-0.15021,-18182.0,5119.424,73.9,-0.485885,-84.035,934.86164
0.95515,-1.0,0.721,92.2,1.49451,654.072,-818.75634
-47659.35281,32.0,7.135,0.6,-67.540828,9.699,-21.59871
-90198.19511,-5495.0,-36.134,534729.1,-0.891519,706304.93,661.6736
1.38452,-57.0,224.443,-31.1,-57971.769658,-7.0,0.76851
-6518.02275,945726.0,491.902,-7218.9,6730.10515,-0.962,-0.40933
-0.94971,55003.0,-0.903,253163.9,0.818491,-0.47,4843.97
-374526.78884,-3.0,-2.853,-639179.5,-15.208704,-9622.054,-39420.80445
783868.29643,-44.0,2888.65,5985.7,70.664475,929481.701,84.73703
7184.03454,-129346.0,5897.522,-1273.8,4.402978,-421.766,-216340.75178
51.1458,-288.0,2840.696,259.0,-0.869843,77688.803,-578107.43732
-3.62759,-6388.0,88.663,-5985.9,5031.565244,-860.942,62905.23814
-4.23915,-1.0,-40254.195,747.6,152.276757,-0.777,967147.14611
431.97616,7.0,24485.339,-0.4,7.887506,-7.95,9.37816
44.18597,-47538.0,6.335,807.7,647.730679,-682285.021,-976.89959
0.2513,829.0,-4.295,-470.0,0.940978,197.733,-835.59854
-919.30014,-101715.0,-1076.449,-810570.7,-13.002972,1.685,0.15338
-95666.77416,3227.0,-95.306,364.4,527204.555892,-42401.045,66.47656
-0.11714,94109.0,-22.01,931492.9,-35571.589997,-68084.392,-63766.761
4435.34702,-0.0,5392.399,-96.8,-802.324066,7.653,-2232.4302
-98.37649,-0.0,262017.051,-4391.0,-0.381635,-0.867,-518175.10822
-9.53406,-0.0,-73.813,718812.7,-54.610604,3.017,91814.00873
-4.46325,62412.0,-46697.863,39.3,0.850245,5.173,-5991.68443
708.44943,0.0,-276.404,0.1,0.466466,302.658,-0.22127
-592.23008,0.0,-458700.653,-22.4,0.953507,-26733.184,-29.02581
-8514.91121,-8712.0,0.947,66.5,923.050182,-9946.85,-180.224
23.53958,309.0,-0.972,2276.6,536.492602,-0.46,61.95277
-0.71375,25597.0,53923.608,8.5,-3.655953,32313.992,328.3029
-697.7807,305.0,-359366.305,-231.4,2685.599864,-2.783,-34.52262
-454939.05845,-1365.0,-324.822,6.6,-42772.706632,-47036.014,56631.74923
89345.03638,-484.0,-0.826,-84776.3,-0.32999,-74302.498,-37.5726
835.00125,99.0,-0.313,-0.9,28111.694472,-0.915,17.84199
712902.67328,6751.0,5.011,-576645.6,-22.575193,90.874,1211.69367
-0.86086,90.0,-0.63,-432370.0,-31.791796,-4.019,716658.60951
20307.60073,-4.0,95092.05,-0.9,-118850.451138,79999.143,-58358.26688
8792.38938,-619558.0,-0.83,0.4,829.638701,-0.806,78.64444
23545.56462,9.0,-8.217,175114.9,96299.068611,923773.121,-5.40014
-0.83882,95472.0,-9932.991,6630.2,369326.884533,0.494,-235.05558
-421.98277,1.0,-4343.823,6.4,-305292.066885,0.525,981.97092
-0.54029,-8.0,-5916.919,462809.2,-1250.236951,21.18,772.03259
-4.30099,86166.0,0.342,-803030.9,0.14398,-0.36,-0.63786
-128.7329,-63146.0,-61275.998,25.0,83978.056249,-274946.212,80.4496
77.49229,-4.0,-0.881,826688.6,-7251.302512,7007.778,-78.26093
801118.49535,-5.0,0.596,10.4,-635723.862486,24820.227,-97.05618
167871.52155,-680.0,28702.046,-0.0,-113.666671,-0.904,-313.9964
84996.56351,1.0,5239.155,-277489.3,29.611519,5.503,-10.94906
-38470.94739,338432.0,-96642.96,-911.7,2.128784,-0.673,500.76903
-5630.06185,-4364.0,150.106,-919454.3,79706.791297,698.265,-50808.52276
-5.9136,1.0,-7.239,-62.4,-96.582437,4209.075,3.25486
-2.64678,-15.0,70351.615,-2638.4,0.392796,-6044.499,-99329.42892
-167.87898,-0.0,-30013.737,189369.5,-0.52825,-866.663,23709.48701
-0.35974,-385674.0,-890.139,-8.9,-48.725843,0.549,-0.2818
-27129.53686,1.0,8079.475,-90.0,-4.223008,51.905,0.06342
0.48098,-47587.0,-7.249,-6.1,1983.742957,-66848.024,-75613.48887
327451.32119,-4.0,193890.161,-87874.9,214.408301,467.748,3651.65228
-57858.01775,-2.0,53.536,-57.2,-539662.421204,4871.781,-51.8997
0.68208,1.0,-4.987,-3.2,-2548.432731,50267.835,172.70035
697702.10644,-1.0,-54019.375,-7.4,82.262033,6666.121,0.67194
434847.15112,-367336.0,13.421,9.1,-67879.990148,-0.421,54.55826
-74021.91519,8.0,-7.077,16341.1,213721.567228,64438.73,2168.02384
8727.56712,1.0,-890.933,-92.8,-60923.542485,99101.69,6273.00329
-189044.65689,-1.0,44833.227,-9993.4,-9853.941027,97.777,945366.77233
775.3983,-795724.0,57619.676,78.4,30.228415,0.064,-928328.55256
7.61112,-333172.0,17896.807,11.3,231679.010189,-41.292,-0.83652
-32666.89358,-5685.0,-78.532,679.4,865.260142,88.769,65935.35618
835249.94738,8716.0,-3.21,5192.4,54511.73116,75078.4,882026.40063
-542105.67403,-575.0,42.881,-82174.6,-9254.301218,-19.685,8602.27228
19.14793,1.0,-5.88,40046.1,47.760256,6.327,1710.76766
-399617.41322,3.0,52.646,-0.8,42.675393,4.617,9.34122
-239.64822,-1535.0,33196.568,-31406.1,570.597737,9686.093,0.89123
513487.64028,-94325.0,147.448,6338.9,805753.920527,-553.348,-756.79698
-31.52896,594796.0,-47297.662,-16.1,-852.107999,-21.665,785.35163
-235.95287,23.0,-0.34,-10.1,3.465132,1335.554,0.64557
8.78297,311923.0,2.045,-769.6,-0.55702,48.643,432.69237
-22.10156,-3462.0,-270.109,-54.4,-3.702179,-11.536,5.08272
-97.59226,1.0,88127.925,-892037.2,51245.401147,85.447,0.51746
-91987.58681,1335.0,-199.695,-6.9,-180153.319298,85.815,3.1605
-279860.43207,3.0,40084.608,-886.4,621.184608,773018.139,6.86143
43518.29618,298060.0,51774.37,8368.3,6.348573,-58768.599,-960605.36962
30.05971,89.0,-3739.696,-919076.0,62939.287242,-18501.044,9083.9496
-36.96378,0.0,-0.954,69.0,-955620.317364,0.119,82.04654
-10381.72066,2641.0,-249573.668,89.5,0.355853,0.269,-0.58739
395844.69925,754.0,-1294.957,-948673.1,0.981907,-8787.927,-8.11601
9159.30702,333.0,-14.77,58819.1,15222.890059,0.551,22704.07292
-79.73077,6351.0,0.583,-97.9,410947.738006,-323785.481,-4403.76448
0.38266,-791.0,-844.441,-1640.2,582.978307,201056.203,7808.17341
431.18889,-17123.0,-0.153,-0.3,-53.156046,0.194,1018.27255
-90.7546,-779640.0,-9.913,-80910.0,97.404206,36186.212,0.66079
-811.86074,-357.0,6401.476,-106.9,7377.172228,562297.621,-740.43147
802786.37566,0.0,-0.853,-46819.6,65.332682,-80.55,-62.00139
0.52791,74.0,90936.259,14453.9,-77.33744,-479.862,-53.5422
17065.93722,-791036.0,-62.977,827307.6,0.815632,1.648,7.23827
0.45693,-0.0,5366.385,-0.4,49837.281454,7.28,-111.27833
-954045.7427,7304.0,803.032,811796.0,-191609.626657,-20423.211,0.78709
-2842.46354,-10.0,40.161,0.6,1.292739,-88.162,87.15949
923478.9614,-7915.0,9853.032,2.2,-11112.034114,166.779,-405662.70601
8.4267,0.0,-47602.316,990.2,-5.031255,-0.753,-24.09249
-711.38621,-760.0,-4.725,185202.4,-8.941602,-275.183,440.17784
3.43226,0.0,-31850.32,7046.5,0.869355,-3.02,-7344.14953
149942.50263,-1.0,0.636,88988.9,-0.319694,-0.412,-81.13596
-8.14054,-0.0,558.391,-0.1,-2.082923,-209.718,630694.30432
-0.77736,-7.0,5.46,0.8,8240.160838,-3988.052,-0.22202
-24.47997,7.0,-0.782,-0.8,50459.191076,87452.655,-0.54563
-9057.65016,0.0,-83.218,-98261.0,-1685.073573,84944.104,-745855.23934
-1.23942,-0.0,-0.31,19871.3,244.484355,307500.945,96421.08994
-20718.81606,-1767.0,-0.053,-0.3,-82374.774135,420.387,-866601.8542
-266261.44086,78.0,0.718,-0.6,47304.140266,92858.569,-34.76211
-88664.62902,92416.0,4298.789,8858.0,8.280217,8498.073,81082.59512
834.63605,-0.0,-1744.67,0.3,388.648059,4495.01,-1742.03097
-0.98277,-1.0,25.99,78.1,8.057495,-6.656,0.56847
93.89136,-466.0,-190844.445,48642.9,-0.095747,-0.524,642.91597
4840.25035,0.0,-0.071,-8.1,76225.757048,-60492.573,-4.31967
0.68505,9.0,-518766.794,-122.8,210126.200156,-822139.703,38.46796
270317.69009,-10.0,98.117,568240.9,91131.058316,65798.804,52522.00333
-0.75436,-5.0,-9.88,-753704.7,-0.963976,8114.868,-8630.63212
-76495.69526,-25022.0,-0.063,250876.3,-9849.774282,24.549,-65205.84112
-249714.11114,-1.0,664.211,567.3,5873.26172,6525.912,98274.75006
-5073.59577,-9.0,-8889.292,23.5,-246.973422,-0.495,0.83088
-4.95003,20472.0,0.488,-98.1,-0.726432,-654133.65,3.8929
-0.97222,-303432.0,48.932,0.3,-603354.261665,872.207,-297.10329
44151.02916,1.0,26.41,-51.2,-10129.664794,-0.298,98.512
-2718.47206,183.0,892.016,999698.8,-0.121083,-29.176,558640.85877
82.04697,-2.0,-3.899,-58.0,-66946.305341,-184944.34,-3935.15568
6650.42264,229.0,-77564.426,-877674.0,-7.387595,-57.365,-269.10789
-29.34663,-58779.0,548.188,-98.0,-20075.602928,-69332.802,-4.86981
-90.76352,-9.0,-0.462,91.3,-114.393393,-4512.248,34413.09258
-7.94174,5130.0,-95404.335,47348.9,-711.720607,309.9,-82195.28508
-26074.1058,-7.0,5.822,19.8,35.834544,1544.68,3497.34915
-0.88249,-7745.0,0.244,95177.0,0.49391,3860.044,48.73354
-100.38147,81911.0,-86.586,-88.9,-19660.177463,-0.741,84.96511
151349.8589,-81448.0,505388.698,-23113.5,-2859.638915,-814127.433,-89.16206
0.22316,-11.0,-2838.718,0.9,852177.102311,2.435,-12952.33787
4341.39207,7218.0,-38.382,-8.5,-25.003128,-9.987,-89.99101
816.41288,7.0,7601.5,-947.5,-5017.734014,-0.093,0.26233
320.83914,-95.0,-6.011,1.0,966746.383424,957932.912,-0.92462
-59952.01039,9417.0,-7294.773,-0.6,7829.483103,47.781,-407264.10532
7560.72894,341.0,-41.069,5.8,-39188.889523,-22925.632,9788.9166
827.67132,-136536.0,6749.593,65900.0,6653.08355,460.654,5.59647
120112.7913,6033.0,97.167,3603.7,-5.739793,71439.646,55.59921
-13.45392,5893.0,77930.573,-4645.1,7657.109331,-235.4,4.21153
671.23113,0.0,761.414,61340.0,90906.106961,0.121,-6.29372
0.53178,66593.0,-81301.905,-460293.0,6945.956178,390.366,35.73857
-0.23103,88180.0,1.639,-10.3,7795.432982,170.537,3033.09157
2.66479,-673782.0,-2.497,-301.0,-88.080241,-930.11,2.87449
89.08043,858386.0,370.969,-213201.9,-702.260422,-1085.943,496636.35862
-513054.24375,5.0,34.051,-0.0,0.560263,-3000.602,-0.38638
-65757.56492,-12176.0,-17605.969,-80488.3,38.62742,-2203.436,4.88461
-25956.53772,-43.0,40.89,842909.0,13762.536315,-0.561,-602031.72232
-8084.63721,7587.0,-0.557,-60.8,7.659143,9.907,325.3536
-698807.80409,-172.0,78942.444,-95.9,-35.269167,-0.834,-5.48439
-5.57416,1.0,2434.765,-82.5,-52.050298,-0.387,6.18171
-476981.62766,-7186.0,-91575.8,-2617.5,-916383.598314,0.237,12765.83049
0.61736,49.0,-907275.489,93.2,-2.212171,74344.624,-29.89107
-32.61508,1.0,-9715.119,9196.1,-1979.127537,624.727,-222989.24333
0.48643,7546.0,-898225.116,-67705.8,6.998174,424547.85,-0.89046
-5.26382,-1.0,65.076,-2695.0,-0.381929,28738.296,60.29995
0.33876,518.0,-7.481,14476.8,0.084929,-19.845,-5599.12336
-3.482,2.0,-2.299,-570.5,63345.070896,-681.898,-1439.44701
8501.92194,5574.0,10095.089,-4.4,3.40611,5.126,-740.22625
9.03117,483.0,21.151,46489.6,-364732.312565,-0.675,-58683.98736
0.90242,-55353.0,-8449.569,-0.8,5.560592,433.601,-6266.39529
900576.30321,74.0,-21.756,7.2,-610.630799,369487.519,-54.07871
1.81847,53862.0,-79.679,-386877.1,89898.074154,-8501.611,717501.53321
-259.03838,-2.0,-840.394,-0.9,-5.136944,-0.023,-43655.64009
466940.43251,3689.0,-0.317,82.5,28091.546615,406.467,764978.00614
0.97128,-4281.0,22.643,-75.4,875.022605,0.382,964638.37179
-75.04211,1.0,-0.354,-3816.1,269.196775,83.471,99504.51933
-0.29885,55.0,232.936,517089.3,-115.57449,645162.645,-2.72438
-547.47459,-3.0,-27.974,3.4,-294.041465,51309.581,0.8112
668.65255,-9.0,3500.603,-89.0,0.913571,26009.636,9549.38118
-7.20556,120500.0,-695.361,-0.3,-10478.787628,17.432,-401.01798
28.3507,1037.0,-956744.049,-79843.4,62440.99541,44645.936,-23654.94154
-1193.3775,-19.0,349.769,991591.8,0.6174,-99493.363,-44.37011
-62792.1056,135307.0,704.984,-7826.0,136.288077,-2.153,-4.35117
-412591.80718,-29.0,-31.069,-0.7,93.684541,790860.349,-8597.92869
-5.26014,9.0,86.171,42.9,-1.073486,-0.645,46625.45413
9.89826,5590.0,0.314,-479.9,0.970006,-0.148,-0.74096
87258.16429,1.0,-1.28,-0.4,18.825788,-78582.204,-5.16584
-575599.77081,44375.0,-1350.817,-76597.5,974968.191115,-0.287,0.55963
-0.87154,725356.0,103.745,8.1,-70920.638093,-44792.075,-23.29947
-7.11493,-3421.0,4.484,-1363.2,-442.245656,-340.52,58.86627
-70.65174,36.0,871.39,-766.9,222.51385,-665269.672,-95207.88432
-2.02278,-2.0,-5.296,629309.8,-64.343821,27302.446,-433.37903
66.56741,-23831.0,1726.342,-639714.6,939946.422782,590894.003,-193312.18205
8672.99058,-183.0,-505.879,-0.2,-965292.031468,-0.804,373483.19694
649444.39399,2804.0,9298.369,92889.7,-1829.059031,-3.224,17240.07443
6.77804,407.0,-46.74,0.2,43323.792674,-0.297,39.44513
21601.67024,-27.0,-9.775,-0.0,-0.332933,-0.551,1106.90003
-1.04931,918868.0,9.215,38.7,617.554155,-38087.455,0.55024
230.21935,43.0,6.97,7145.4,-63559.084393,400328.529,1.73853
-0.14608,40765.0,-133085.424,3.7,29998.037892,95.619,4823.13743
628002.4428,-6.0,-34.706,74029.0,-0.156773,-5270.302,99.29935
-67.44596,-43.0,10.409,-425.5,0.376733,-72.801,52502.08644
5979.19802,3.0,0.674,76606.8,-8116.856319,3.918,-2.92136
-3.75693,-1.0,72944.316,2.0,-0.246437,794637.07,-3539.88215
0.64015,-2.0,-41.374,-10.9,6.503987,9578.16,70.90904
8.39671,-1.0,0.664,9552.8,-19957.48016,36.514,75095.57372
-0.31477,-1.0,-0.463,1.6,-76.184238,-0.317,45.19755
-431294.82382,9.0,823.907,8269.4,-1934.438214,-0.071,-98433.57006
2.07448,-71581.0,-909005.787,-543.2,5912.975778,-0.745,-433373.06664
-6606.02784,525.0,-31950.577,0.7,0.661095,-0.719,-115.73074
-8.28648,46798.0,-1165.54,81.2,-295.752315,-580.588,-96433.14978
-8951.21401,-280338.0,68372.921,32859.1,502319.299773,978462.536,-145.82657
0.90055,-1.0,-2.744,87.8,-91052.721139,-18.001,95559.06547
6155.23328,59.0,0.703,-330832.9,-6.577695,53.207,5882.89084
-877409.29084,9681.0,0.071,526115.7,224.534331,5.679,77445.23829
-52.36494,31142.0,-51151.756,-46.7,-84.563856,-0.883,-27.71969
931.43975,90151.0,-1.906,773664.1,-78.525842,-2.723,-9535.63894
-874.8775,-0.0,-0.869,2.4,-655.827403,204696.118,-85006.21138
1791.17649,461.0,-73911.816,921.5,-653.595817,-46807.13,-153.577
4669.65844,-1.0,-0.145,-3.6,813.067372,1.863,-6.38552
1073.80619,27899.0,369926.336,75.5,32.12907,-8.047,8.44
-0.73122,1.0,456.697,-6932.8,-513.978471,-70560.621,-9.35866
-0.1378,1415.0,944847.693,-156.5,7128.877917,-746.499,-58.96381
56.61038,-6251.0,2.715,0.8,-894674.365588,50.926,764947.02074
-3.09154,-1.0,-2390.248,-90995.2,-0.796799,-10.522,-629503.92484
491691.38078,1.0,0.377,-687580.8,73387.34882,9.549,95.4682
-57420.46105,-0.0,4.625,-80751.3,-1.060638,-546.507,555977.83537
959.20259,-14.0,-543943.283,-3.9,99.941464,947.726,-39.6195
486300.83111,-594743.0,-4.663,-58968.6,569.086874,-44641.659,5229.94297
0.34966,351392.0,-155.042,5.5,-8.959402,-19436.75,-4324.73757
-72.41224,-42.0,-84.719,-273.5,-5.156193,-660126.518,19339.7543
3.80044,-498.0,-552208.625,457987.6,-0.447311,-156000.261,-83505.73026
-2837.33178,-367.0,-78.78,7852.2,-63.878401,2464.259,567.56434
-44607.00348,-294.0,395868.342,86.5,888.371403,4.156,74.12715
-10334.38717,-2.0,-374024.723,-21.8,219570.179987,-62.814,9236.91133
799895.69001,0.0,57.132,299.2,5.451917,-72.241,-84.39496
-2.92336,-0.0,9.912,0.5,28958.87963,3882.604,-0.9128
79.01179,1.0,-0.926,621.0,-28.871149,-446124.449,51.79679
0.79554,-6014.0,0.383,746189.8,-30436.877534,5.418,69.82526
-0.27099,25.0,-526.283,160209.8,70.257587,-373853.229,1857.38893
-803751.82622,-10.0,-156.75,8576.1,-61014.574917,3500.061,44.20321
-1.95296,-31781.0,-2448.807,-523.9,-625.927872,89.745,-5.8282
449417.54093,7243.0,-817.958,-25.6,146361.250838,-24863.393,930.22616
70.3231,33176.0,-6.37,1733.7,161664.822515,661.505,6440.57212
-0.8643,-60311.0,-125421.603,5531.8,790.648106,-55.546,-15.57291
-0.51791,2.0,32914.331,-2.7,48.835016,918.541,593.89105
-202.40868,7.0,-270397.255,0.8,-56.416299,-42.281,247.63754
88.19558,-0.0,3737.906,88208.2,-8178.398233,-1.769,4.18408
73.77556,4.0,-8945.037,700.3,527.344541,-6.027,677360.3972
-4.9083,-1.0,0.498,0.9,876.20556,-73.825,-67.42723
31.20314,-16.0,-0.685,6817.9,6905.914113,13231.148,7.27098
4267.17225,-24021.0,8477.822,6.3,240155.469192,-4.822,-0.45104
5.78737,3148.0,517.36,7996.1,5272.398726,954.72,-334.1147
125.46488,-66916.0,0.887,-51236.8,864269.201564,-6284.571,368401.64284
-88564.21743,1.0,-75.454,0.8,-0.979698,-40.027,93677.15959
-487846.49336,-160272.0,0.753,4.9,55.710744,-603.043,6033.66926
-9.36251,-1147.0,98542.906,5723.4,-6538.323041,-0.725,0.83258
266.93798,1.0,74972.531,-4.3,570199.193509,-0.395,3.46551
-20.80828,297.0,-13.683,733.4,-75523.604263,0.818,72.03059
13120.48615,861883.0,-83254.143,86891.9,-99447.122016,-701.359,-2406.01302
96635.84666,-93607.0,-88.72,-175717.2,-676517.140286,2598.186,-1.59014
71.7,0.0,-25.216,-90.6,6374.579864,-2022.664,958.75297
-811024.80093,710.0,-10.373,-74233.5,2117.394508,9.372,20766.84981
256602.60211,-99943.0,0.467,0.7,-0.381507,87.843,-0.55228
-0.7862,0.0,0.122,-30.6,-0.629124,-95880.072,516294.78806
11108.61127,-6.0,-5654.874,0.9,88.411367,78978.652,13.0087
-1470.98911,-58.0,-139.863,-61278.2,429417.784148,0.417,-3.57401
-5432.97883,-43.0,4694.75,62.1,-370.666052,44.075,38982.67909
-123.54879,5.0,-636220.836,-8877.9,0.324531,8944.162,-0.53779
-1.99526,-8439.0,670.001,88.8,8930.21715,-99856.809,-6.6523
-6872.74816,0.0,936.372,-748448.0,-64612.343431,871553.016,2.37641
-535607.45502,-42973.0,-0.466,-78152.9,1.193413,976787.799,-711.53593
-34993.31309,7.0,63.058,82916.3,4064.679355,11.267,0.57424
6.99132,-599.0,-11.372,134695.6,-68.913023,-0.991,-393496.30787
-7945.7812,232711.0,89.889,-6396.1,-83.805071,-7891.784,0.72203
97179.23926,-903.0,-2157.928,-9134.8,-407808.557941,717.129,-68117.82706
85.08606,-1.0,-2.737,4.6,-0.312503,-282213.771,-707.39964
-274496.71733,-1.0,47.068,157.4,44.174454,-1277.52,-0.90743
7.66951,-9.0,4359.928,4.7,-21.364674,-160762.89,-383894.0651
-507614.62607,-1.0,-0.314,0.2,66.000207,-7.646,9.48314
-5.40899,-598.0,-6658.472,-698613.3,0.977284,-723303.875,-97573.4292
-810.52402,6346.0,-0.531,-62.9,90.093662,-0.626,5.1267
51087.64356,3798.0,3.569,5659.4,62639.768183,-279.851,337.35744
-938348.82725,-5.0,-31.503,-3.0,-0.466149,-44.246,-455917.75475
14718.61909,101129.0,-2396.342,-83.6,9660.396532,947087.715,-0.76079
-1429.26561,56019.0,-3.588,2291.4,348874.155764,-868.944,97557.15451
-3147.83214,-56.0,757.758,-43.5,524622.514421,-0.228,-291.20647
-71.54878,-724.0,-0.379,-71841.8,-39.237823,45657.532,-8.32362
-4389.86356,6109.0,141.412,42108.0,-3442.085312,-0.917,-43.94514
-842.59447,-2308.0,-0.357,-66.6,-9198.71961,9758.39,-0.00655
-59916.52861,-0.0,0.69,-34.2,8.668873,726082.134,-625532.92855
0.62221,-7668.0,8.664,-0.1,-0.584836,-9.405,-75.42241
0.81738,4250.0,-99509.473,-344896.8,0.03136,-2750.44,29.94919
268912.77417,-331.0,601249.539,-5.8,-2.035556,-9.234,-3185.20916
-321307.87302,7.0,-9474.999,-4426.5,-39222.298831,-6.568,-610951.96269
-69796.69992,340708.0,-844.904,19.4,-838.479947,-5632.846,84936.26033
-0.54971,9779.0,-1634.758,424562.6,-388080.846048,6.352,-6021.31358
-354824.94543,9.0,0.651,2971.6,83.058782,6.81,-89596.32845
-4.76548,25700.0,7758.421,-759313.1,-831.810663,-251.65,-5458.18902
-1662.59864,0.0,-0.78,-42.1,37357.174216,-9.995,4288.73165
52968.44032,6322.0,9.123,544.2,40.135942,-180.508,-0.32006
69654.82344,2.0,3579.484,8.6,15569.219966,819542.143,-5.97788
346.07288,-5.0,-0.056,703162.6,-3.030749,210.58,99607.99049
3.10292,-50596.0,7077.998,-800842.0,-7686.510391,0.295,16685.64299
-0.69601,-662.0,-539220.495,73.8,-2.683702,-330.938,-0.96352
-0.71362,60934.0,0.04,-83610.8,8.746112,-0.035,-59.99684
-4.30127,-517.0,574.554,3.1,0.431222,0.978,497.4342
-4633.80742,-33.0,-6591.027,-300.4,-223.931157,-85.094,-722.00189
851245.5618,-39503.0,598.561,-51024.8,-6.439696,-907302.169,9.53862
-43.38853,9995.0,-55239.645,89.7,-42.267174,788838.454,0.38467
724.78243,-81.0,-77660.415,-0.9,-80097.149167,1887.766,3478.29881
-208.91209,828252.0,-835.382,7444.4,5.712974,-15527.834,741700.71291
17.89796,-150.0,342420.423,-5321.2,-0.973771,-753.379,-4.51593
-9.98185,-7.0,105485.653,15.8,558807.293388,45322.443,-4668.96063
74.88721,1.0,-535139.543,-2.9,-26395.593162,-594873.642,-0.24001
-3.12789,-994300.0,-29460.061,-6962.9,955.867585,714.099,5645.42797
-0.32697,-36260.0,0.073,5.0,-246.26122,69726.483,49371.41302
63.6193,513.0,807.139,256.3,-350.437479,-790.236,-4.54644
-0.25695,920080.0,-1.954,69024.6,-5.575911,899406.379,-96.06879
8.15929,977426.0,7.894,-219490.0,30843.220566,-6482.68,0.51534
-487.24424,-1.0,130.111,2708.2,-25.226315,7.195,-0.86396
-0.03051,-7.0,6.229,290688.2,-287529.697595,-267632.837,-9844.49561
-39.33345,-60.0,630.276,-40394.2,0.082736,-0.874,774.92339
683.90273,248554.0,53275.333,-41615.7,-768771.357072,-15881.795,-555684.29815
-15.19934,731847.0,-0.125,14260.6,-3.688438,580369.966,544591.73143
98.25642,-1.0,-2681.954,5804.8,491217.919092,-0.792,574.11459
-458508.38324,-3674.0,-9.205,0.2,4004.547892,31.333,-4.61365
-93416.26069,-36167.0,10.06,855495.6,173.445894,20918.241,6017.27747
-679340.07739,-479.0,-2868.046,-8.4,0.067168,-58.431,-77788.99451
2041.73077,-87.0,3.071,-22.1,-53601.284099,-454.496,-245.4277
-44131.68369,40.0,0.543,-2.7,-903845.122958,-6435.399,-89625.01772
55981.28531,13.0,-9946.846,481993.4,-6413.699017,-138828.671,-35164.72283
-72.40099,-254.0,76742.513,-2.0,-252.598573,-4816.11,0.17756
557.1295,20.0,-60357.889,0.5,0.860413,1.335,-903.86751
-10.76067,-5143.0,-71884.696,-960603.0,83271.784704,0.514,18530.12792
-640.96813,740.0,-6369.543,-58.4,-0.295446,32169.496,-95.29979
18.38926,31.0,824328.202,3352.2,-34.720438,-7.441,1767.36789
9.65601,1.0,2.176,-5086.4,2943.211203,0.98,5418.09001
244.79434,937090.0,3.209,-925.3,5.900544,4289.322,-0.47814
723.35828,97.0,396.348,3.9,6.978156,-33608.282,-600.30532
-0.62097,-8.0,85096.166,-92.3,-131.928015,-159575.433,448955.81764
-0.6416,-99.0,772.084,-32321.0,-6.939186,311838.096,-522.03332
0.30948,-729.0,-9.754,-54.6,-783.185145,-194.287,-0.3652
